"rank","name","type","num samples/calls","yields","minimum","mean","maximum","stddev","total","inclusive (ns)","num threads","total per thread"
0,"APEX MAIN","timer",1,0,2506154363683,2506154363683,2506154363683,18403,2506154363683,2506154363683,1,2506154363683
0,"<unknown>","timer",1,0,189291,189291,189291,0,189291,189440,1,189291
0,"cholesky syrk","timer",1308160,1301382,320,570963,60721836,905799,746911172609,746911172609,96,7780324715
0,"cholesky potrf","timer",5120,5105,500,16089946,1637149193,39933650,82380524617,82380524617,96,858130465
0,"DRAM Energy","counter",2504,0,0,0,0,0,0,0,1,0
0,"Package-0 Energy","counter",2504,0,0,0,0,0,0,0,1,0
0,"CPU Guest %","counter",2504,0,0,0,0,0,0,0,1,0
0,"status:VmHWM kB","counter",2505,0,137148,28909766,31742608,8720741,72418964900,0,1,72418964900
0,"CPU I/O Wait %","counter",2504,0,0,0,0,0,0,0,1,0
0,"status:VmExe kB","counter",2505,0,2772,2772,2772,0,6943860,0,1,6943860
0,"status:VmPTE kB","counter",2505,0,636,20322,62112,8319,50906600,0,1,50906600
0,"cholesky trsm","timer",1308160,6736319,120,772327,66750535,1358383,1010327421205,1010327421205,96,10524243971
0,"N3hpx10components6server15runtime_support22load_components_actionE","timer",1,0,1832385,1832385,1832385,0,1832385,1832448,1,1832385
0,"status:VmLck kB","counter",2505,0,0,0,0,0,0,0,1,0
0,"cholesky gemm","timer",222387200,221256847,170,602446,39095874,943525,133976221479679,133976221479679,96,1395585640413
0,"status:VmPin kB","counter",2505,0,0,0,0,0,0,0,1,0
0,"status:VmSize kB","counter",2505,0,2114080,25065389,43288512,2919501,62788799848,0,1,62788799848
0,"status:VmLib kB","counter",2505,0,1328164,1328164,1328164,0,3327050820,0,1,3327050820
0,"run_helper","timer",1,3,52901,836547,620465,0,836547,836547,3,278849
0,"status:VmData kB","counter",2505,0,172052,10550651,31904704,4249792,26429379976,0,1,26429379976
0,"assemble K_tiles","timer",1313280,1300363,320,7783217,1239481497,13605726,10221542597462,10221542597462,96,106474402057
0,"status:VmSwap kB","counter",2505,0,0,0,0,0,0,0,1,0
0,"1 Minute Load average","counter",2505,0,2,36,69,13,91173,0,1,91173
0,"status:VmPeak kB","counter",2505,0,2114080,42407871,44752304,7208129,106231717052,0,1,106231717052
0,"status:voluntary_ctxt_switches","counter",2505,0,131,344,355,10,860808,0,1,860808
0,"status:nonvoluntary_ctxt_switches","counter",2505,0,102,615,1184,310,1539514,0,1,1539514
0,"CPU IRQ %","counter",2504,0,0,0,0,0,0,0,1,0
0,"status:VmRSS kB","counter",2505,0,137148,8429079,30279112,4095031,21114842000,0,1,21114842000
0,"CPU soft IRQ %","counter",2504,0,0,0,0,0,7,0,1,7
0,"N3hpx10components6server15runtime_support29call_startup_functions_actionE","timer",2,0,11530,52335,93140,40805,104670,104704,1,104670
0,"N3hpx10components6server15runtime_support19shutdown_all_actionE","timer",1,2,36761,428433,220051,0,428433,428433,2,214217
0,"run_as_hpx_thread (void)","timer",10,1477386,120,171158781902,6577880535,0,1711587819017,1711587819017,96,17829039781
0,"status:VmStk kB","counter",2505,0,140,140,140,0,350700,0,1,350700
0,"CPU User %","counter",2504,0,1,35,91,23,87010,0,1,87010
0,"CPU System %","counter",2504,0,0,6,11,2,15648,0,1,15648
0,"CPU Nice %","counter",2504,0,0,0,0,0,0,0,1,0
0,"cholesky","counter",10,0,222318927502,225282246554,226350017453,1073850338,2252822465540,0,1,2252822465540
0,"CPU Idle %","counter",2504,0,2,59,98,24,147736,0,1,147736
0,"status:Threads","counter",2505,0,11,104,104,2,260427,0,1,260427
0,"CPU Steal %","counter",2504,0,0,0,0,0,0,0,1,0
